Candidate ID,Interview Score,Reference Check,Communication Skill Level,Cultural Fit,Preferred Work Environment,Date of Interview,Date of Decision,Hired
340,1,Positive,Good,Strong Mismatch,In-Office,3/2/2023,3/24/2023,No
341,9,Negative,Below Average,Strong Mismatch,Flexible,1/5/2023,1/27/2023,No
342,4,Positive,Below Average,Fit,Hybrid,3/15/2023,4/5/2023,No
343,8,Positive,Excellent,Neutral,Flexible,7/19/2023,8/10/2023,No
344,10,Negative,Below Average,Slight Mismatch,In-Office,7/26/2023,8/12/2023,No
345,6,Negative,Excellent,Slight Mismatch,Hybrid,5/10/2023,5/31/2023,No
346,10,Negative,Poor,Strong Fit,Flexible,7/12/2023,7/30/2023,No
347,1,Neutral,Poor,Neutral,Field Work,1/19/2023,2/7/2023,No
348,7,Positive,Poor,Strong Fit,In-Office,5/18/2023,6/5/2023,No
349,3,Positive,Good,Fit,Fully Remote,1/19/2023,2/4/2023,No
350,2,Positive,Good,Slight Mismatch,In-Office,4/6/2023,4/25/2023,No
351,2,Negative,Excellent,Strong Mismatch,Fully Remote,4/20/2023,5/11/2023,No
352,3,Positive,Excellent,Strong Mismatch,Fully Remote,6/21/2023,7/8/2023,No
353,7,Neutral,Poor,Neutral,Flexible,8/16/2023,9/5/2023,No
354,1,Positive,Excellent,Strong Fit,Fully Remote,8/30/2023,9/17/2023,No
355,4,Positive,Average,Neutral,Fully Remote,6/14/2023,7/6/2023,No
356,5,Neutral,Poor,Fit,Field Work,3/9/2023,3/26/2023,No
357,3,Positive,Excellent,Fit,In-Office,1/5/2023,1/21/2023,No
358,4,Neutral,Average,Fit,Field Work,8/3/2023,8/18/2023,No
359,10,Negative,Below Average,Slight Mismatch,Hybrid,8/9/2023,8/29/2023,No
360,10,Negative,Poor,Slight Mismatch,Fully Remote,8/3/2023,8/21/2023,No
361,9,Positive,Good,Strong Mismatch,Flexible,2/2/2023,2/20/2023,No
362,2,Negative,Excellent,Neutral,Hybrid,7/26/2023,8/12/2023,No
363,9,Positive,Good,Strong Mismatch,Fully Remote,6/21/2023,7/11/2023,No
364,6,Negative,Excellent,Slight Mismatch,Field Work,1/25/2023,2/15/2023,No
365,5,Negative,Average,Strong Fit,Field Work,8/2/2023,8/23/2023,No
366,6,Neutral,Excellent,Neutral,Flexible,5/11/2023,6/2/2023,No
367,10,Neutral,Excellent,Strong Fit,Field Work,5/4/2023,5/24/2023,No
368,1,Neutral,Excellent,Strong Fit,Flexible,3/22/2023,4/11/2023,No
369,9,Positive,Below Average,Strong Mismatch,Hybrid,4/27/2023,5/14/2023,Yes
370,8,Neutral,Poor,Slight Mismatch,Fully Remote,1/12/2023,1/29/2023,No
371,10,Positive,Excellent,Fit,Flexible,7/6/2023,7/21/2023,No
372,4,Neutral,Below Average,Strong Fit,Flexible,4/12/2023,5/3/2023,No
373,3,Neutral,Poor,Slight Mismatch,Field Work,7/20/2023,8/7/2023,No
374,4,Negative,Poor,Strong Mismatch,Fully Remote,7/13/2023,8/4/2023,No
375,9,Positive,Excellent,Neutral,Field Work,6/28/2023,7/17/2023,No
376,4,Negative,Excellent,Strong Mismatch,Field Work,6/22/2023,7/7/2023,No
377,1,Negative,Average,Fit,Hybrid,6/15/2023,7/2/2023,No
378,10,Negative,Good,Neutral,Hybrid,1/11/2023,2/2/2023,No
379,2,Neutral,Below Average,Strong Fit,Flexible,4/26/2023,5/18/2023,No
380,10,Positive,Poor,Strong Mismatch,In-Office,4/27/2023,5/12/2023,Yes
381,2,Neutral,Below Average,Neutral,Hybrid,8/17/2023,9/5/2023,No
382,9,Neutral,Below Average,Neutral,Field Work,8/10/2023,8/28/2023,No
383,2,Neutral,Poor,Slight Mismatch,Hybrid,5/18/2023,6/8/2023,No
384,7,Negative,Excellent,Slight Mismatch,In-Office,7/20/2023,8/8/2023,No
385,2,Negative,Average,Neutral,Hybrid,3/9/2023,3/25/2023,No
386,5,Neutral,Good,Neutral,In-Office,3/29/2023,4/14/2023,No
387,1,Neutral,Good,Neutral,Flexible,5/18/2023,6/4/2023,No
388,4,Negative,Excellent,Strong Fit,Flexible,8/2/2023,8/18/2023,No
389,2,Negative,Good,Strong Fit,Hybrid,3/16/2023,4/1/2023,No
390,1,Negative,Average,Strong Mismatch,Hybrid,7/13/2023,7/28/2023,No
391,1,Neutral,Poor,Slight Mismatch,Flexible,4/26/2023,5/17/2023,No
392,6,Negative,Good,Slight Mismatch,Fully Remote,8/10/2023,8/31/2023,No
393,6,Neutral,Excellent,Neutral,Fully Remote,7/5/2023,7/27/2023,No
394,4,Neutral,Poor,Strong Fit,Flexible,4/19/2023,5/6/2023,No
395,2,Neutral,Poor,Fit,Fully Remote,6/8/2023,6/24/2023,No
396,4,Neutral,Below Average,Slight Mismatch,In-Office,3/23/2023,4/13/2023,No
397,10,Negative,Below Average,Fit,Hybrid,7/27/2023,8/12/2023,No
398,1,Negative,Below Average,Fit,In-Office,4/13/2023,5/1/2023,No
399,2,Positive,Excellent,Strong Fit,Field Work,3/22/2023,4/10/2023,No
400,9,Positive,Average,Strong Fit,Hybrid,3/1/2023,3/22/2023,No
401,6,Positive,Below Average,Strong Fit,Field Work,7/26/2023,8/10/2023,No
402,7,Positive,Average,Slight Mismatch,Fully Remote,7/19/2023,8/5/2023,No
403,7,Neutral,Average,Slight Mismatch,In-Office,5/31/2023,6/22/2023,No
404,6,Positive,Excellent,Strong Mismatch,Field Work,3/22/2023,4/10/2023,No
405,6,Positive,Good,Fit,Hybrid,6/7/2023,6/24/2023,No
406,3,Positive,Average,Strong Fit,Hybrid,1/26/2023,2/16/2023,No
407,10,Neutral,Below Average,Fit,Fully Remote,5/4/2023,5/20/2023,No
408,8,Positive,Poor,Slight Mismatch,In-Office,8/23/2023,9/11/2023,Yes
409,10,Positive,Good,Slight Mismatch,In-Office,5/17/2023,6/5/2023,Yes
410,9,Negative,Good,Neutral,Hybrid,4/26/2023,5/17/2023,No
411,6,Negative,Good,Strong Mismatch,Flexible,5/11/2023,5/30/2023,No
412,2,Positive,Average,Strong Mismatch,Field Work,4/6/2023,4/27/2023,No
413,8,Positive,Poor,Slight Mismatch,Fully Remote,7/5/2023,7/27/2023,No
414,10,Neutral,Excellent,Strong Fit,Hybrid,2/2/2023,2/17/2023,No
415,5,Positive,Poor,Strong Fit,In-Office,5/24/2023,6/8/2023,No
416,5,Negative,Below Average,Strong Fit,Hybrid,1/26/2023,2/14/2023,No
417,6,Positive,Average,Slight Mismatch,Field Work,1/4/2023,1/23/2023,No
418,6,Neutral,Below Average,Strong Fit,Field Work,8/17/2023,9/3/2023,No
419,8,Neutral,Excellent,Slight Mismatch,Fully Remote,2/9/2023,3/3/2023,No
420,2,Negative,Below Average,Neutral,Hybrid,5/24/2023,6/12/2023,No
421,2,Neutral,Average,Slight Mismatch,Fully Remote,1/26/2023,2/12/2023,No
422,1,Positive,Good,Slight Mismatch,Fully Remote,7/19/2023,8/10/2023,No
423,6,Negative,Good,Strong Fit,Field Work,6/29/2023,7/16/2023,No
424,9,Positive,Poor,Strong Fit,Flexible,8/23/2023,9/7/2023,No
425,3,Positive,Good,Neutral,In-Office,5/18/2023,6/9/2023,No
426,3,Neutral,Below Average,Strong Mismatch,Fully Remote,1/5/2023,1/25/2023,No
427,4,Neutral,Poor,Fit,Field Work,8/16/2023,9/7/2023,No
428,9,Neutral,Below Average,Slight Mismatch,In-Office,1/25/2023,2/13/2023,No
429,5,Positive,Below Average,Strong Mismatch,In-Office,4/12/2023,4/27/2023,No
430,9,Negative,Excellent,Fit,Field Work,3/9/2023,3/26/2023,No
431,5,Negative,Excellent,Strong Mismatch,In-Office,1/25/2023,2/15/2023,No
432,4,Negative,Excellent,Slight Mismatch,Fully Remote,6/7/2023,6/24/2023,No
433,10,Positive,Good,Strong Mismatch,Field Work,3/29/2023,4/20/2023,No
434,3,Neutral,Poor,Neutral,Field Work,2/15/2023,3/9/2023,No
435,9,Negative,Good,Strong Fit,Flexible,2/2/2023,2/17/2023,No
436,4,Neutral,Good,Strong Fit,In-Office,5/24/2023,6/10/2023,No
437,10,Neutral,Excellent,Fit,In-Office,2/9/2023,3/2/2023,No
438,9,Neutral,Excellent,Strong Fit,In-Office,1/26/2023,2/16/2023,No
439,10,Neutral,Good,Strong Fit,In-Office,2/22/2023,3/12/2023,No
440,8,Neutral,Good,Strong Fit,Hybrid,6/21/2023,7/6/2023,No
441,7,Neutral,Good,Slight Mismatch,Fully Remote,5/17/2023,6/6/2023,No
442,7,Positive,Excellent,Fit,Field Work,5/3/2023,5/24/2023,No
443,3,Positive,Poor,Fit,Hybrid,1/19/2023,2/5/2023,No
444,9,Neutral,Average,Slight Mismatch,In-Office,1/12/2023,1/31/2023,No
445,2,Neutral,Below Average,Slight Mismatch,Flexible,6/15/2023,7/3/2023,No
446,7,Neutral,Poor,Fit,Flexible,1/26/2023,2/10/2023,No
447,1,Negative,Poor,Slight Mismatch,Field Work,7/5/2023,7/24/2023,No
448,7,Positive,Poor,Slight Mismatch,Fully Remote,8/23/2023,9/7/2023,No
449,2,Negative,Below Average,Strong Fit,Fully Remote,7/5/2023,7/24/2023,No
450,8,Negative,Below Average,Neutral,Flexible,2/16/2023,3/8/2023,No
451,4,Positive,Average,Strong Fit,In-Office,4/6/2023,4/21/2023,No
452,3,Positive,Below Average,Neutral,In-Office,1/19/2023,2/5/2023,No
453,9,Neutral,Excellent,Strong Mismatch,Hybrid,2/1/2023,2/23/2023,No
454,5,Negative,Average,Strong Mismatch,In-Office,4/26/2023,5/12/2023,No
455,1,Neutral,Good,Fit,Field Work,6/8/2023,6/23/2023,No
456,3,Positive,Average,Strong Mismatch,Field Work,8/10/2023,8/27/2023,No
457,7,Negative,Poor,Strong Fit,Fully Remote,3/8/2023,3/29/2023,No
458,5,Neutral,Below Average,Strong Mismatch,Field Work,1/4/2023,1/23/2023,No
459,1,Neutral,Average,Fit,Flexible,6/29/2023,7/17/2023,No
460,5,Neutral,Poor,Fit,Flexible,8/24/2023,9/10/2023,No
461,4,Positive,Good,Strong Fit,Hybrid,1/18/2023,2/7/2023,No
462,1,Positive,Good,Strong Fit,Flexible,3/8/2023,3/29/2023,No
463,6,Negative,Average,Strong Mismatch,In-Office,5/3/2023,5/23/2023,No
464,8,Positive,Good,Strong Fit,In-Office,4/26/2023,5/16/2023,No
465,9,Neutral,Good,Slight Mismatch,Flexible,8/30/2023,9/20/2023,No
466,2,Neutral,Excellent,Slight Mismatch,Flexible,8/2/2023,8/21/2023,No
467,7,Positive,Good,Strong Mismatch,Field Work,3/22/2023,4/9/2023,No
468,4,Neutral,Below Average,Strong Fit,In-Office,5/24/2023,6/15/2023,No
469,3,Positive,Good,Strong Fit,Fully Remote,8/9/2023,8/25/2023,No
470,4,Negative,Poor,Slight Mismatch,In-Office,6/21/2023,7/9/2023,No
471,6,Positive,Good,Neutral,Flexible,8/30/2023,9/19/2023,No
472,7,Neutral,Below Average,Strong Mismatch,Hybrid,8/10/2023,8/30/2023,No
473,2,Negative,Average,Strong Mismatch,Flexible,1/5/2023,1/20/2023,No
474,8,Positive,Poor,Strong Mismatch,Fully Remote,3/2/2023,3/24/2023,No
475,1,Neutral,Poor,Slight Mismatch,Flexible,1/12/2023,1/29/2023,No
476,7,Negative,Poor,Slight Mismatch,Flexible,8/16/2023,9/7/2023,No
477,9,Negative,Poor,Slight Mismatch,In-Office,2/8/2023,3/1/2023,No
478,2,Neutral,Good,Neutral,In-Office,7/19/2023,8/9/2023,No
479,9,Neutral,Below Average,Fit,Field Work,7/13/2023,7/29/2023,No
480,5,Negative,Below Average,Neutral,In-Office,2/22/2023,3/15/2023,No
481,2,Negative,Poor,Slight Mismatch,Fully Remote,6/29/2023,7/15/2023,No
482,10,Neutral,Poor,Fit,Flexible,8/2/2023,8/22/2023,Yes
483,7,Positive,Good,Neutral,Hybrid,5/4/2023,5/23/2023,No
484,7,Neutral,Below Average,Neutral,Hybrid,1/11/2023,2/2/2023,No
485,10,Negative,Below Average,Neutral,Fully Remote,1/25/2023,2/13/2023,Yes
486,4,Positive,Below Average,Strong Mismatch,In-Office,8/24/2023,9/15/2023,No
487,3,Positive,Poor,Neutral,In-Office,7/5/2023,7/25/2023,No
488,7,Negative,Excellent,Neutral,Flexible,3/23/2023,4/7/2023,No
489,3,Negative,Excellent,Strong Fit,In-Office,8/24/2023,9/8/2023,No
490,7,Negative,Good,Slight Mismatch,Flexible,8/23/2023,9/7/2023,No
491,3,Positive,Average,Strong Mismatch,Flexible,2/8/2023,2/27/2023,No
492,7,Neutral,Excellent,Slight Mismatch,Fully Remote,1/18/2023,2/7/2023,No
493,5,Positive,Average,Strong Mismatch,In-Office,4/20/2023,5/11/2023,No
494,5,Neutral,Average,Slight Mismatch,Flexible,2/8/2023,2/28/2023,No
495,10,Neutral,Excellent,Strong Fit,In-Office,7/27/2023,8/18/2023,No
496,2,Positive,Poor,Slight Mismatch,Hybrid,4/19/2023,5/11/2023,No
497,6,Neutral,Excellent,Strong Fit,Hybrid,6/7/2023,6/29/2023,No
498,2,Positive,Average,Strong Fit,Fully Remote,7/26/2023,8/16/2023,No
499,5,Neutral,Poor,Fit,In-Office,3/23/2023,4/7/2023,No
500,7,Negative,Poor,Strong Fit,In-Office,5/3/2023,5/22/2023,No
501,4,Positive,Average,Fit,Field Work,2/2/2023,2/18/2023,No
502,3,Neutral,Below Average,Neutral,Fully Remote,8/10/2023,8/29/2023,No
503,10,Negative,Poor,Strong Fit,Field Work,6/1/2023,6/18/2023,No
504,6,Positive,Good,Strong Fit,Flexible,5/25/2023,6/16/2023,No
505,1,Negative,Good,Strong Mismatch,Fully Remote,4/20/2023,5/12/2023,No
506,10,Positive,Good,Strong Fit,In-Office,5/17/2023,6/4/2023,Yes
507,5,Neutral,Poor,Strong Mismatch,Field Work,1/25/2023,2/11/2023,No
508,6,Positive,Average,Strong Fit,Fully Remote,5/11/2023,5/31/2023,No
509,9,Negative,Excellent,Strong Mismatch,Hybrid,3/1/2023,3/16/2023,No
510,10,Neutral,Poor,Slight Mismatch,Fully Remote,4/26/2023,5/12/2023,Yes
511,5,Negative,Below Average,Neutral,Flexible,1/5/2023,1/22/2023,No
512,4,Negative,Poor,Strong Fit,In-Office,8/17/2023,9/3/2023,No
513,6,Positive,Good,Strong Fit,Field Work,8/31/2023,9/22/2023,No
514,4,Neutral,Below Average,Fit,In-Office,7/26/2023,8/17/2023,No
515,8,Negative,Poor,Strong Mismatch,Hybrid,6/14/2023,6/30/2023,No
516,10,Positive,Excellent,Slight Mismatch,Field Work,2/1/2023,2/20/2023,No
517,10,Neutral,Average,Fit,In-Office,3/22/2023,4/7/2023,No
518,5,Neutral,Poor,Slight Mismatch,Fully Remote,3/29/2023,4/13/2023,No
519,10,Negative,Average,Fit,Flexible,2/22/2023,3/15/2023,No
520,8,Negative,Excellent,Neutral,Flexible,3/15/2023,4/2/2023,Yes
521,6,Neutral,Below Average,Strong Mismatch,Field Work,6/15/2023,7/6/2023,No
522,1,Positive,Average,Strong Mismatch,Flexible,5/31/2023,6/18/2023,No
523,2,Negative,Below Average,Neutral,Flexible,7/13/2023,7/31/2023,No
524,3,Negative,Below Average,Slight Mismatch,Fully Remote,1/12/2023,1/31/2023,No
525,1,Negative,Average,Slight Mismatch,In-Office,7/13/2023,7/31/2023,No
526,1,Positive,Good,Strong Fit,Field Work,6/22/2023,7/12/2023,No
527,3,Neutral,Below Average,Strong Fit,Flexible,2/8/2023,3/1/2023,No
528,5,Positive,Good,Strong Mismatch,Hybrid,7/27/2023,8/11/2023,No
529,3,Neutral,Average,Strong Mismatch,Flexible,8/23/2023,9/9/2023,No
530,7,Positive,Good,Neutral,Field Work,7/20/2023,8/7/2023,No
531,3,Positive,Excellent,Neutral,Field Work,5/18/2023,6/3/2023,No
532,1,Negative,Excellent,Fit,Field Work,2/15/2023,3/2/2023,No
533,2,Positive,Average,Strong Fit,Flexible,1/26/2023,2/17/2023,No
534,1,Positive,Good,Fit,In-Office,1/5/2023,1/24/2023,No
535,2,Positive,Excellent,Fit,Field Work,1/19/2023,2/6/2023,No
536,3,Negative,Average,Neutral,Flexible,3/1/2023,3/22/2023,No
537,4,Positive,Below Average,Slight Mismatch,Flexible,4/20/2023,5/9/2023,No
538,7,Neutral,Good,Fit,Flexible,3/1/2023,3/20/2023,No
539,3,Neutral,Average,Neutral,In-Office,7/12/2023,7/28/2023,No
540,8,Negative,Below Average,Strong Mismatch,Field Work,3/8/2023,3/30/2023,Yes
541,10,Positive,Good,Slight Mismatch,Fully Remote,2/22/2023,3/11/2023,No
542,1,Positive,Below Average,Neutral,Field Work,6/8/2023,6/30/2023,No
543,3,Neutral,Below Average,Strong Mismatch,In-Office,2/16/2023,3/8/2023,No
544,2,Negative,Excellent,Strong Mismatch,Flexible,4/5/2023,4/27/2023,No
545,6,Positive,Excellent,Slight Mismatch,In-Office,4/26/2023,5/17/2023,No
546,8,Positive,Excellent,Strong Fit,Flexible,6/22/2023,7/12/2023,Yes
547,8,Negative,Poor,Strong Mismatch,Hybrid,3/2/2023,3/17/2023,No
548,10,Neutral,Good,Strong Mismatch,Field Work,3/9/2023,3/28/2023,No
549,3,Positive,Excellent,Neutral,Flexible,5/25/2023,6/16/2023,No
550,5,Neutral,Poor,Fit,Field Work,7/5/2023,7/20/2023,No
551,4,Negative,Excellent,Neutral,In-Office,8/9/2023,8/26/2023,No
552,4,Positive,Poor,Fit,Flexible,4/19/2023,5/10/2023,No
553,9,Neutral,Average,Strong Mismatch,In-Office,7/12/2023,7/29/2023,No
554,3,Positive,Poor,Strong Fit,Hybrid,3/2/2023,3/20/2023,No
555,2,Neutral,Below Average,Fit,Field Work,6/1/2023,6/23/2023,No
556,7,Positive,Good,Strong Fit,Field Work,3/15/2023,4/4/2023,No
557,8,Neutral,Good,Neutral,Field Work,4/12/2023,4/27/2023,No
558,1,Positive,Good,Neutral,Flexible,5/4/2023,5/25/2023,No
559,5,Negative,Average,Neutral,Field Work,3/22/2023,4/9/2023,No
560,2,Positive,Below Average,Slight Mismatch,Flexible,5/25/2023,6/12/2023,No
561,8,Negative,Below Average,Slight Mismatch,Field Work,8/30/2023,9/16/2023,No
562,8,Neutral,Good,Strong Fit,Hybrid,8/17/2023,9/6/2023,No
563,4,Neutral,Average,Strong Fit,Field Work,8/3/2023,8/18/2023,No
564,6,Positive,Average,Fit,Flexible,8/10/2023,8/31/2023,No
565,8,Positive,Average,Strong Fit,Field Work,6/28/2023,7/16/2023,No
566,7,Negative,Below Average,Strong Mismatch,Flexible,3/2/2023,3/22/2023,No
567,4,Negative,Average,Slight Mismatch,Flexible,2/2/2023,2/21/2023,No
568,4,Neutral,Poor,Neutral,In-Office,1/5/2023,1/20/2023,No
569,4,Positive,Excellent,Strong Fit,In-Office,5/31/2023,6/18/2023,No
570,10,Neutral,Below Average,Slight Mismatch,Hybrid,1/18/2023,2/6/2023,Yes
571,5,Negative,Below Average,Strong Mismatch,Hybrid,4/5/2023,4/20/2023,No
572,5,Neutral,Excellent,Strong Mismatch,Flexible,3/22/2023,4/11/2023,No
573,7,Positive,Poor,Fit,In-Office,1/11/2023,1/28/2023,No
574,10,Negative,Average,Neutral,Flexible,2/22/2023,3/11/2023,No
575,3,Negative,Average,Strong Mismatch,Flexible,7/20/2023,8/10/2023,No
576,1,Neutral,Below Average,Fit,Field Work,1/25/2023,2/13/2023,No
577,2,Negative,Excellent,Fit,Flexible,4/27/2023,5/19/2023,No
578,5,Negative,Average,Neutral,Fully Remote,4/19/2023,5/9/2023,No
579,6,Negative,Average,Neutral,Flexible,3/2/2023,3/21/2023,No
580,10,Positive,Excellent,Strong Mismatch,Fully Remote,6/8/2023,6/29/2023,No
581,9,Negative,Good,Strong Mismatch,Hybrid,2/1/2023,2/22/2023,Yes
582,1,Positive,Good,Strong Mismatch,Field Work,3/1/2023,3/19/2023,No
583,5,Neutral,Average,Neutral,Fully Remote,1/25/2023,2/14/2023,No
584,5,Positive,Below Average,Neutral,Field Work,1/26/2023,2/15/2023,No
585,7,Positive,Below Average,Strong Fit,Flexible,8/16/2023,9/3/2023,No
586,7,Positive,Average,Neutral,Hybrid,2/1/2023,2/22/2023,No
587,7,Positive,Average,Slight Mismatch,Flexible,3/29/2023,4/15/2023,No
588,5,Positive,Average,Neutral,Field Work,1/5/2023,1/26/2023,No
589,6,Neutral,Below Average,Slight Mismatch,In-Office,2/8/2023,2/23/2023,No
590,9,Neutral,Poor,Strong Fit,Fully Remote,8/24/2023,9/8/2023,Yes
591,3,Negative,Excellent,Strong Mismatch,Fully Remote,5/18/2023,6/8/2023,No
592,1,Positive,Poor,Neutral,Flexible,3/9/2023,3/27/2023,No
593,8,Neutral,Below Average,Fit,Fully Remote,2/8/2023,3/2/2023,No
594,5,Negative,Poor,Strong Fit,Flexible,3/2/2023,3/20/2023,No
595,3,Neutral,Excellent,Slight Mismatch,Field Work,7/6/2023,7/23/2023,No
596,4,Negative,Good,Fit,In-Office,2/16/2023,3/4/2023,No
597,10,Positive,Excellent,Fit,Fully Remote,8/23/2023,9/10/2023,No
598,6,Positive,Good,Strong Fit,In-Office,8/23/2023,9/10/2023,No
599,8,Negative,Average,Strong Fit,Field Work,5/17/2023,6/2/2023,No
600,10,Positive,Excellent,Strong Fit,Flexible,3/22/2023,4/8/2023,Yes
601,10,Negative,Below Average,Neutral,Flexible,5/18/2023,6/7/2023,No
602,6,Negative,Average,Strong Fit,In-Office,4/26/2023,5/17/2023,Yes
603,10,Negative,Good,Slight Mismatch,Fully Remote,5/10/2023,5/28/2023,Yes
604,6,Negative,Poor,Slight Mismatch,Field Work,7/27/2023,8/11/2023,No
605,9,Positive,Excellent,Neutral,Field Work,4/12/2023,5/3/2023,No
606,5,Positive,Poor,Fit,Fully Remote,8/31/2023,9/17/2023,No
607,3,Negative,Poor,Strong Mismatch,Hybrid,3/29/2023,4/20/2023,No
608,9,Neutral,Average,Fit,In-Office,5/25/2023,6/9/2023,Yes
609,4,Neutral,Average,Strong Mismatch,Hybrid,3/30/2023,4/14/2023,No
610,8,Negative,Good,Strong Fit,In-Office,6/1/2023,6/18/2023,Yes
611,6,Neutral,Good,Slight Mismatch,In-Office,1/26/2023,2/13/2023,No
612,4,Neutral,Below Average,Slight Mismatch,Hybrid,2/23/2023,3/11/2023,No
613,4,Positive,Excellent,Neutral,Hybrid,5/17/2023,6/3/2023,No
614,8,Neutral,Below Average,Slight Mismatch,Fully Remote,8/16/2023,9/6/2023,No
615,1,Negative,Good,Fit,Hybrid,7/20/2023,8/6/2023,No
616,8,Positive,Excellent,Neutral,Flexible,7/13/2023,8/1/2023,No
617,10,Neutral,Excellent,Neutral,Field Work,5/31/2023,6/21/2023,No
618,5,Positive,Average,Fit,Fully Remote,8/23/2023,9/9/2023,No
619,8,Negative,Below Average,Slight Mismatch,Field Work,7/13/2023,8/3/2023,Yes
620,4,Negative,Average,Strong Mismatch,Flexible,3/16/2023,4/4/2023,No
621,2,Positive,Average,Strong Fit,Fully Remote,3/1/2023,3/18/2023,No
622,1,Negative,Excellent,Fit,In-Office,2/16/2023,3/7/2023,No
623,8,Positive,Poor,Strong Fit,Hybrid,8/10/2023,8/30/2023,No
624,4,Positive,Good,Fit,In-Office,3/23/2023,4/14/2023,No
625,8,Neutral,Below Average,Slight Mismatch,In-Office,1/26/2023,2/16/2023,No
626,7,Positive,Average,Slight Mismatch,In-Office,3/9/2023,3/28/2023,No
627,9,Neutral,Good,Strong Mismatch,In-Office,6/22/2023,7/12/2023,No
628,3,Negative,Poor,Fit,Field Work,3/1/2023,3/17/2023,No
629,10,Positive,Below Average,Strong Fit,In-Office,2/1/2023,2/19/2023,No
630,8,Neutral,Average,Neutral,In-Office,5/3/2023,5/19/2023,Yes
631,10,Neutral,Below Average,Strong Mismatch,Fully Remote,8/9/2023,8/24/2023,Yes
632,5,Negative,Excellent,Strong Fit,Field Work,7/19/2023,8/8/2023,No
633,9,Neutral,Excellent,Fit,Fully Remote,2/23/2023,3/12/2023,No
634,9,Negative,Average,Strong Mismatch,Field Work,6/29/2023,7/20/2023,No
635,5,Neutral,Good,Slight Mismatch,Hybrid,5/3/2023,5/24/2023,No
636,2,Neutral,Below Average,Slight Mismatch,Hybrid,7/6/2023,7/28/2023,No
637,9,Negative,Poor,Neutral,In-Office,3/30/2023,4/18/2023,No
638,8,Positive,Excellent,Fit,Field Work,2/15/2023,3/8/2023,Yes
639,3,Negative,Poor,Strong Fit,Hybrid,5/4/2023,5/20/2023,No
640,3,Negative,Below Average,Slight Mismatch,Field Work,6/14/2023,7/5/2023,No
641,2,Negative,Good,Strong Fit,Fully Remote,3/29/2023,4/16/2023,No
642,6,Neutral,Below Average,Strong Mismatch,In-Office,4/6/2023,4/24/2023,No
643,5,Positive,Average,Fit,Hybrid,4/12/2023,4/30/2023,No
644,1,Negative,Excellent,Slight Mismatch,In-Office,6/1/2023,6/21/2023,No
645,8,Negative,Good,Fit,Field Work,7/6/2023,7/26/2023,No
646,8,Neutral,Below Average,Fit,Hybrid,3/29/2023,4/15/2023,Yes
647,5,Negative,Below Average,Slight Mismatch,Hybrid,4/12/2023,5/4/2023,No
648,1,Negative,Below Average,Neutral,In-Office,3/9/2023,3/31/2023,No
649,5,Negative,Average,Fit,In-Office,2/15/2023,3/6/2023,No
650,4,Positive,Below Average,Slight Mismatch,Flexible,5/3/2023,5/20/2023,No
651,9,Positive,Poor,Neutral,Field Work,7/12/2023,7/28/2023,Yes
652,1,Neutral,Average,Fit,Field Work,1/18/2023,2/4/2023,No
653,2,Negative,Good,Neutral,Fully Remote,7/13/2023,8/4/2023,No
654,4,Neutral,Excellent,Fit,In-Office,6/1/2023,6/21/2023,No
655,10,Neutral,Poor,Neutral,Flexible,5/11/2023,6/1/2023,No
656,4,Neutral,Average,Strong Mismatch,Hybrid,3/23/2023,4/8/2023,No
657,2,Neutral,Below Average,Slight Mismatch,Flexible,6/15/2023,7/3/2023,No
658,10,Neutral,Poor,Neutral,Fully Remote,2/22/2023,3/13/2023,Yes
659,10,Negative,Good,Slight Mismatch,Hybrid,8/16/2023,9/1/2023,Yes
660,10,Negative,Average,Strong Mismatch,Field Work,7/6/2023,7/25/2023,Yes
661,9,Positive,Poor,Slight Mismatch,Flexible,2/2/2023,2/24/2023,No
662,7,Negative,Poor,Fit,Flexible,5/25/2023,6/16/2023,No
663,9,Positive,Below Average,Neutral,Hybrid,5/24/2023,6/14/2023,No
664,3,Positive,Excellent,Neutral,Flexible,3/29/2023,4/18/2023,No
665,10,Positive,Below Average,Slight Mismatch,Flexible,6/29/2023,7/19/2023,No
