Candidate ID,Age,Gender,Position Applied For,Years of Experience,Education Level,Graduated from Elite College,Different Location,LinkedIn Profile,LinkedIn Connections
458,24,Male,Web Developer,2,High School,No,Yes,No,0
459,23,Female,Web Developer,4,PhD,No,Yes,No,0
460,27,Female,Software Engineer,2,PhD,No,Yes,No,0
461,32,Male,Data Scientist,6,PhD,No,No,Yes,267
462,22,Male,Database Administrator,2,Master's,No,Yes,No,0
463,27,Female,Software Engineer,8,PhD,No,Yes,No,0
464,23,Female,Web Developer,2,High School,Yes,No,No,0
465,32,Female,Software Engineer,0,Master's,No,Yes,No,0
466,30,Female,Database Administrator,3,Bachelor's,Yes,Yes,No,0
467,26,Male,Data Scientist,4,High School,No,Yes,No,0
468,28,Female,Data Scientist,0,Master's,No,Yes,No,0
469,27,Female,Web Developer,7,Bachelor's,Yes,Yes,No,0
470,29,Male,Data Scientist,4,Master's,No,Yes,No,0
471,22,Male,Data Scientist,9,High School,Yes,No,No,0
472,29,Male,Software Engineer,2,Master's,No,No,No,0
473,29,Male,Data Scientist,0,Bachelor's,No,Yes,Yes,52
474,27,Female,Data Scientist,7,PhD,No,No,No,0
475,23,Male,System Analyst,9,Bachelor's,Yes,Yes,No,0
476,24,Female,Database Administrator,5,High School,No,No,No,0
477,30,Male,Software Engineer,8,Bachelor's,No,No,No,0
478,31,Female,System Analyst,3,PhD,No,No,No,0
479,22,Female,Data Scientist,3,High School,Yes,Yes,No,0
480,30,Male,Software Engineer,0,Master's,Yes,Yes,No,0
481,32,Male,Database Administrator,5,PhD,No,Yes,No,0
482,24,Male,Software Engineer,8,Bachelor's,No,No,No,0
483,23,Male,Data Scientist,7,Master's,No,No,No,0
484,29,Female,Software Engineer,4,High School,No,No,Yes,170
485,23,Male,Software Engineer,5,Bachelor's,No,No,No,0
486,29,Female,Database Administrator,10,High School,Yes,Yes,Yes,646
487,27,Female,System Analyst,1,High School,No,Yes,Yes,736
488,29,Male,Database Administrator,7,PhD,Yes,Yes,No,0
489,31,Female,System Analyst,2,Master's,No,Yes,No,0
490,32,Female,System Analyst,1,Master's,No,Yes,No,0
491,29,Female,Web Developer,9,Bachelor's,No,No,No,0
492,26,Male,System Analyst,9,PhD,No,No,Yes,777
493,31,Female,System Analyst,10,Master's,Yes,No,No,0
494,26,Male,Software Engineer,0,Bachelor's,No,No,No,0
495,31,Male,Data Scientist,3,Master's,Yes,No,Yes,826
496,25,Female,System Analyst,3,PhD,No,Yes,No,0
497,24,Male,Web Developer,4,PhD,No,Yes,No,0
498,27,Male,Web Developer,6,High School,No,Yes,No,0
499,26,Female,System Analyst,3,PhD,No,No,Yes,537
500,25,Male,System Analyst,1,Bachelor's,No,No,No,0
501,23,Male,Database Administrator,8,Master's,No,Yes,Yes,899
502,32,Male,Software Engineer,6,PhD,No,No,No,0
503,28,Male,Data Scientist,10,PhD,No,Yes,No,0
504,24,Female,System Analyst,6,PhD,No,No,No,0
505,22,Female,System Analyst,5,High School,No,No,No,0
506,23,Female,Data Scientist,8,Master's,Yes,Yes,No,0
507,23,Male,Web Developer,5,High School,Yes,No,Yes,570
508,28,Male,Software Engineer,6,Master's,No,Yes,Yes,916
509,24,Male,Software Engineer,5,Master's,No,Yes,Yes,755
510,28,Female,System Analyst,10,Bachelor's,No,No,No,0
511,28,Male,Data Scientist,5,High School,No,Yes,Yes,651
512,29,Male,Data Scientist,3,PhD,No,Yes,No,0
513,32,Female,Database Administrator,10,High School,Yes,Yes,No,0
514,22,Female,System Analyst,4,PhD,No,Yes,No,0
515,23,Male,System Analyst,0,PhD,No,No,No,0
516,22,Female,System Analyst,3,Bachelor's,Yes,No,No,0
517,27,Male,Web Developer,7,Master's,No,No,No,0
518,30,Male,Database Administrator,8,High School,No,Yes,No,0
519,27,Male,System Analyst,1,Bachelor's,No,Yes,No,0
520,31,Female,Software Engineer,5,Bachelor's,Yes,No,Yes,324
521,24,Male,Data Scientist,3,PhD,No,Yes,No,0
522,28,Male,System Analyst,10,High School,No,Yes,No,0
523,26,Male,Software Engineer,5,Bachelor's,Yes,Yes,No,0
524,29,Female,Data Scientist,4,Bachelor's,Yes,Yes,No,0
525,29,Female,Database Administrator,6,PhD,Yes,Yes,Yes,41
526,26,Female,Software Engineer,4,Bachelor's,Yes,No,Yes,355
527,27,Male,Web Developer,4,Bachelor's,No,Yes,No,0
528,31,Female,Software Engineer,5,PhD,Yes,Yes,No,0
529,25,Male,Web Developer,0,PhD,Yes,No,No,0
530,30,Male,Database Administrator,10,Master's,No,No,No,0
531,22,Male,System Analyst,10,High School,Yes,Yes,No,0
532,22,Male,System Analyst,10,Master's,No,No,Yes,423
533,30,Male,Database Administrator,0,Bachelor's,No,Yes,No,0
534,32,Male,Software Engineer,8,Bachelor's,Yes,No,No,0
535,31,Female,Database Administrator,0,PhD,No,No,Yes,257
536,27,Male,Software Engineer,3,High School,No,Yes,Yes,395
537,32,Female,Software Engineer,6,Bachelor's,No,No,Yes,97
538,26,Female,Data Scientist,8,Bachelor's,No,No,Yes,766
539,24,Female,Data Scientist,8,PhD,No,No,No,0
540,28,Male,System Analyst,9,Bachelor's,No,No,No,0
541,31,Female,Software Engineer,0,High School,Yes,No,No,0
542,28,Female,Data Scientist,3,High School,Yes,Yes,No,0
543,25,Female,Database Administrator,4,Master's,No,Yes,No,0
544,32,Male,Web Developer,10,Master's,No,No,No,0
545,27,Female,Database Administrator,4,PhD,No,Yes,Yes,167
546,29,Female,Software Engineer,8,PhD,Yes,Yes,No,0
547,29,Female,Data Scientist,9,PhD,Yes,No,Yes,909
548,22,Female,System Analyst,10,Master's,No,Yes,Yes,824
549,25,Male,Software Engineer,0,Master's,No,Yes,No,0
550,25,Male,Web Developer,7,Master's,Yes,Yes,No,0
551,26,Male,System Analyst,9,High School,Yes,No,Yes,813
552,23,Male,Data Scientist,1,Bachelor's,No,Yes,Yes,296
553,24,Male,Data Scientist,2,PhD,No,No,No,0
554,29,Male,Software Engineer,4,High School,No,Yes,No,0
555,32,Female,Database Administrator,4,Bachelor's,Yes,No,No,0
556,24,Female,Web Developer,0,Master's,No,Yes,Yes,325
557,24,Male,Software Engineer,5,Master's,Yes,Yes,Yes,162
558,22,Male,Data Scientist,7,Master's,No,No,No,0
559,25,Male,Data Scientist,8,High School,Yes,No,No,0
560,23,Female,Database Administrator,8,Bachelor's,No,No,No,0
561,29,Male,Database Administrator,2,Master's,No,No,No,0
562,25,Female,System Analyst,10,Master's,Yes,Yes,Yes,76
563,24,Female,Web Developer,10,High School,No,No,No,0
564,25,Female,Data Scientist,3,Master's,No,Yes,No,0
565,29,Female,Database Administrator,6,PhD,Yes,No,No,0
566,25,Female,Web Developer,8,Master's,No,No,Yes,354
567,24,Male,Database Administrator,9,High School,No,Yes,No,0
568,25,Male,Web Developer,4,PhD,No,Yes,No,0
569,23,Female,System Analyst,3,Master's,No,No,Yes,288
570,27,Male,System Analyst,4,PhD,No,Yes,Yes,44
571,22,Male,Software Engineer,9,High School,No,No,Yes,317
572,22,Male,Database Administrator,6,PhD,No,No,Yes,421
573,31,Female,Web Developer,7,PhD,No,No,Yes,656
574,26,Male,Software Engineer,1,Bachelor's,No,No,No,0
575,30,Male,Software Engineer,7,High School,Yes,Yes,No,0
576,23,Female,System Analyst,4,PhD,No,Yes,No,0
577,32,Male,Data Scientist,1,High School,No,Yes,No,0
578,24,Female,Data Scientist,9,Master's,No,No,Yes,188
579,26,Female,Software Engineer,6,PhD,No,Yes,No,0
580,27,Male,Software Engineer,9,PhD,No,Yes,No,0
581,22,Female,Web Developer,3,Bachelor's,No,Yes,No,0
582,29,Male,Web Developer,6,PhD,Yes,Yes,No,0
583,27,Male,Database Administrator,4,PhD,No,Yes,No,0
584,24,Male,Data Scientist,0,PhD,No,Yes,No,0
585,32,Male,Web Developer,10,PhD,No,Yes,No,0
586,22,Female,Data Scientist,10,Master's,Yes,No,No,0
587,24,Female,Database Administrator,9,PhD,No,Yes,No,0
588,22,Female,Data Scientist,10,PhD,Yes,Yes,Yes,406
589,31,Female,Data Scientist,2,Bachelor's,No,Yes,No,0
590,23,Female,Software Engineer,8,High School,No,Yes,Yes,326
591,29,Female,Software Engineer,0,High School,Yes,Yes,No,0
592,22,Male,Database Administrator,3,Master's,No,Yes,No,0
593,31,Male,Data Scientist,6,Bachelor's,No,Yes,Yes,567
594,26,Male,Data Scientist,0,Master's,No,Yes,No,0
595,31,Male,Database Administrator,4,PhD,No,Yes,No,0
596,31,Female,Data Scientist,7,Bachelor's,No,Yes,No,0
597,29,Male,Data Scientist,2,High School,Yes,Yes,No,0
598,29,Male,Software Engineer,2,Bachelor's,Yes,Yes,No,0
599,24,Male,Database Administrator,7,Bachelor's,No,Yes,No,0
600,28,Male,Database Administrator,7,Bachelor's,No,Yes,No,0
601,23,Male,Software Engineer,5,PhD,No,Yes,No,0
602,27,Male,Data Scientist,10,PhD,Yes,Yes,Yes,30
603,26,Male,Data Scientist,4,PhD,Yes,No,No,0
604,29,Female,System Analyst,1,High School,No,No,Yes,121
605,23,Female,Data Scientist,3,Master's,No,Yes,Yes,481
606,23,Female,System Analyst,7,High School,No,Yes,No,0
607,28,Male,Database Administrator,5,PhD,No,No,No,0
608,23,Female,Database Administrator,6,Bachelor's,No,No,No,0
609,32,Male,Software Engineer,7,Master's,No,Yes,Yes,651
610,32,Female,Data Scientist,2,High School,Yes,Yes,Yes,223
611,25,Male,Database Administrator,7,High School,No,Yes,No,0
612,26,Male,Data Scientist,4,Master's,No,No,Yes,662
613,29,Female,Web Developer,6,High School,No,Yes,No,0
614,27,Male,Software Engineer,1,Master's,No,No,No,0
615,30,Male,Web Developer,9,Master's,No,No,Yes,380
616,28,Female,Web Developer,9,PhD,No,Yes,No,0
617,23,Female,Software Engineer,0,Bachelor's,No,No,Yes,718
618,30,Male,Web Developer,3,Master's,No,No,No,0
619,22,Female,Data Scientist,8,Bachelor's,Yes,No,No,0
620,26,Female,Database Administrator,9,Bachelor's,Yes,No,No,0
621,31,Female,Database Administrator,2,Bachelor's,Yes,No,No,0
622,26,Male,Web Developer,9,Master's,No,Yes,No,0
623,22,Female,Web Developer,7,Master's,Yes,Yes,No,0
624,26,Male,Software Engineer,1,Master's,No,No,Yes,829
625,28,Male,Web Developer,8,PhD,No,Yes,No,0
626,26,Female,Database Administrator,4,Bachelor's,Yes,No,No,0
627,31,Male,Web Developer,4,High School,No,No,Yes,953
628,26,Female,Software Engineer,4,High School,No,Yes,No,0
629,30,Male,Data Scientist,10,Master's,No,No,No,0
630,32,Male,Web Developer,8,PhD,No,Yes,Yes,335
631,26,Female,System Analyst,3,PhD,No,No,Yes,284
632,31,Male,Software Engineer,1,High School,Yes,No,No,0
633,23,Male,System Analyst,7,Master's,Yes,No,No,0
634,24,Female,Web Developer,10,Master's,Yes,Yes,Yes,666
635,24,Female,Web Developer,8,Bachelor's,No,No,No,0
636,31,Male,System Analyst,0,Master's,No,Yes,No,0
637,31,Female,Data Scientist,6,PhD,No,No,Yes,304
638,28,Female,System Analyst,8,High School,No,Yes,No,0
639,27,Female,Web Developer,5,PhD,Yes,No,No,0
640,30,Female,Web Developer,6,Bachelor's,No,No,Yes,196
641,32,Female,Data Scientist,9,Master's,No,Yes,No,0
642,27,Male,Database Administrator,10,High School,No,Yes,Yes,227
643,23,Male,Web Developer,6,PhD,No,Yes,Yes,260
644,27,Female,Software Engineer,8,Bachelor's,No,Yes,No,0
645,22,Male,Data Scientist,1,Master's,Yes,Yes,No,0
646,24,Male,Data Scientist,7,High School,No,No,No,0
647,28,Male,Data Scientist,2,Bachelor's,No,No,No,0
648,25,Male,Web Developer,1,PhD,Yes,No,No,0
649,28,Male,System Analyst,3,Master's,Yes,Yes,Yes,257
650,23,Male,Web Developer,7,PhD,No,No,No,0
651,30,Male,Web Developer,2,Master's,Yes,Yes,No,0
652,31,Female,System Analyst,0,Master's,No,Yes,Yes,543
653,22,Female,Software Engineer,9,PhD,No,Yes,No,0
654,22,Male,Database Administrator,10,High School,No,No,No,0
655,23,Male,System Analyst,2,PhD,No,Yes,No,0
656,30,Male,System Analyst,3,High School,Yes,Yes,No,0
657,31,Male,System Analyst,1,Master's,No,No,Yes,56
658,22,Female,Software Engineer,6,Bachelor's,No,No,No,0
659,28,Male,Database Administrator,8,Bachelor's,No,Yes,No,0
660,29,Female,Database Administrator,3,Bachelor's,No,No,Yes,924
661,28,Male,Database Administrator,6,Bachelor's,No,Yes,No,0
662,31,Female,Web Developer,4,High School,No,No,No,0
663,32,Male,System Analyst,3,PhD,No,Yes,No,0
664,25,Female,System Analyst,9,Master's,No,Yes,No,0
665,29,Female,System Analyst,9,Master's,No,Yes,No,0
666,22,Female,Web Developer,7,High School,Yes,No,No,0
667,28,Female,Database Administrator,4,Master's,No,No,No,0
668,31,Female,Software Engineer,1,Bachelor's,No,No,No,0
669,32,Male,Database Administrator,6,Bachelor's,Yes,No,No,0
670,23,Male,Database Administrator,7,Master's,Yes,Yes,No,0
671,32,Female,Database Administrator,10,High School,No,No,No,0
672,24,Male,Database Administrator,3,Master's,Yes,No,No,0
673,27,Female,Data Scientist,2,Bachelor's,No,No,No,0
674,29,Female,Data Scientist,0,PhD,Yes,No,Yes,853
675,26,Male,Software Engineer,1,PhD,Yes,No,No,0
676,26,Female,Data Scientist,5,High School,No,No,No,0
677,31,Male,Software Engineer,10,Master's,No,No,No,0
678,28,Male,Data Scientist,1,Master's,Yes,No,No,0
679,31,Female,Data Scientist,4,Bachelor's,No,No,No,0
680,24,Female,System Analyst,5,Master's,Yes,Yes,No,0
681,28,Male,Data Scientist,7,Bachelor's,Yes,Yes,No,0
682,24,Male,Data Scientist,5,High School,Yes,No,No,0
683,31,Female,Data Scientist,1,Bachelor's,No,No,Yes,552
684,22,Female,System Analyst,8,High School,No,No,No,0
685,27,Male,Software Engineer,1,High School,No,No,No,0
686,32,Male,Data Scientist,1,PhD,Yes,No,No,0
687,25,Female,Data Scientist,6,High School,No,No,No,0
688,29,Male,Data Scientist,10,Master's,No,No,No,0
689,26,Male,Software Engineer,8,High School,No,Yes,No,0
690,23,Female,System Analyst,10,Master's,No,No,Yes,603
691,30,Female,Database Administrator,10,High School,No,No,No,0
692,22,Female,System Analyst,7,Master's,No,No,No,0
693,27,Female,Data Scientist,9,High School,No,No,No,0
694,29,Male,Web Developer,8,PhD,No,Yes,Yes,785
695,23,Male,Web Developer,6,PhD,Yes,Yes,No,0
696,30,Male,Web Developer,6,PhD,Yes,No,No,0
697,30,Female,Software Engineer,4,High School,No,No,Yes,203
698,25,Male,Database Administrator,3,Bachelor's,No,No,Yes,7
699,32,Female,Software Engineer,1,Bachelor's,No,Yes,No,0
700,22,Male,Software Engineer,1,High School,No,Yes,No,0
701,23,Female,System Analyst,4,Master's,No,Yes,No,0
702,23,Female,Data Scientist,5,PhD,No,No,No,0
703,23,Male,Data Scientist,5,High School,No,Yes,Yes,141
704,27,Female,Web Developer,4,PhD,No,Yes,No,0
705,30,Female,Data Scientist,4,High School,No,No,No,0
706,26,Female,Data Scientist,6,High School,No,No,No,0
707,30,Male,Software Engineer,6,PhD,No,Yes,No,0
708,32,Male,Web Developer,7,Bachelor's,Yes,No,No,0
709,30,Male,Data Scientist,4,Master's,No,Yes,No,0
710,26,Male,System Analyst,4,High School,Yes,Yes,Yes,271
711,29,Male,System Analyst,2,High School,No,Yes,No,0
712,25,Female,Software Engineer,10,Master's,Yes,No,Yes,239
713,26,Female,Software Engineer,1,High School,Yes,No,Yes,783
714,29,Male,Software Engineer,1,Bachelor's,No,No,No,0
715,24,Female,Software Engineer,9,High School,Yes,Yes,No,0
716,23,Female,Web Developer,6,High School,No,No,Yes,488
717,24,Female,Web Developer,5,Bachelor's,Yes,No,No,0
718,25,Female,System Analyst,7,PhD,No,No,No,0
719,24,Female,Software Engineer,10,High School,No,No,No,0
720,31,Male,Database Administrator,10,Bachelor's,No,No,Yes,638
721,22,Female,Software Engineer,2,High School,Yes,No,Yes,86
722,27,Female,Software Engineer,1,Bachelor's,No,No,No,0
723,28,Male,Database Administrator,1,Master's,No,Yes,No,0
724,32,Female,Data Scientist,7,PhD,No,Yes,No,0
725,25,Female,Web Developer,9,PhD,No,Yes,No,0
726,24,Female,Data Scientist,4,Master's,Yes,No,No,0
727,22,Female,Web Developer,8,Bachelor's,No,Yes,No,0
728,24,Male,Database Administrator,5,Master's,No,Yes,No,0
729,31,Female,Software Engineer,5,Master's,No,No,Yes,566
730,30,Female,System Analyst,1,PhD,No,No,Yes,830
731,25,Female,Database Administrator,0,Bachelor's,No,Yes,No,0
732,22,Female,Database Administrator,5,High School,No,Yes,Yes,802
733,31,Female,System Analyst,4,PhD,Yes,Yes,Yes,721
734,29,Female,Web Developer,3,PhD,Yes,No,Yes,650
735,29,Male,Software Engineer,9,High School,Yes,No,No,0
736,24,Female,Database Administrator,6,PhD,Yes,No,Yes,58
737,22,Male,System Analyst,8,Bachelor's,Yes,No,No,0
738,31,Male,System Analyst,9,Master's,No,Yes,No,0
739,27,Male,Web Developer,7,Bachelor's,No,Yes,Yes,448
740,26,Male,Web Developer,7,PhD,No,Yes,Yes,556
741,32,Male,System Analyst,9,High School,No,No,No,0
742,31,Female,Software Engineer,9,Bachelor's,No,No,Yes,924
743,32,Female,System Analyst,10,High School,No,Yes,No,0
744,25,Female,Database Administrator,9,Bachelor's,No,No,Yes,476
745,23,Male,Database Administrator,9,Master's,No,No,No,0
746,32,Male,Database Administrator,0,PhD,No,Yes,No,0
747,30,Male,Data Scientist,0,Master's,No,Yes,No,0
748,22,Male,Web Developer,9,Master's,No,Yes,Yes,762
749,23,Male,Data Scientist,10,High School,No,No,Yes,348
750,24,Female,Database Administrator,5,High School,No,Yes,No,0
751,30,Male,System Analyst,6,High School,Yes,No,No,0
752,30,Female,Database Administrator,4,PhD,Yes,No,No,0
753,22,Female,System Analyst,1,Master's,No,Yes,No,0
754,29,Female,Software Engineer,5,Bachelor's,No,Yes,No,0
755,26,Male,Data Scientist,5,Bachelor's,No,No,No,0
756,22,Female,Database Administrator,7,High School,No,No,No,0
757,26,Male,Database Administrator,3,Bachelor's,No,Yes,Yes,681
758,29,Female,Data Scientist,10,PhD,Yes,Yes,No,0
759,26,Male,Web Developer,2,PhD,No,Yes,Yes,407
760,26,Male,Software Engineer,2,PhD,No,Yes,No,0
761,28,Female,Data Scientist,0,Master's,No,No,No,0
762,32,Female,System Analyst,5,Bachelor's,No,Yes,No,0
763,23,Female,Data Scientist,6,Master's,No,No,No,0
764,25,Male,System Analyst,3,High School,No,No,No,0
765,25,Male,Software Engineer,9,Master's,Yes,Yes,No,0
766,23,Female,Data Scientist,2,High School,Yes,No,Yes,965
767,28,Female,Web Developer,8,Bachelor's,No,No,Yes,368
768,23,Male,Database Administrator,2,PhD,No,Yes,No,0
769,24,Male,Web Developer,1,Master's,Yes,No,No,0
770,25,Female,Software Engineer,9,Bachelor's,No,No,No,0
771,22,Male,System Analyst,3,Master's,No,Yes,No,0
772,28,Female,System Analyst,10,PhD,No,No,No,0
773,22,Male,Database Administrator,2,Master's,No,No,No,0
774,32,Female,Software Engineer,10,High School,No,Yes,Yes,536
775,32,Male,Database Administrator,4,Bachelor's,No,No,No,0
776,31,Male,Software Engineer,8,Bachelor's,No,Yes,No,0
777,24,Male,Data Scientist,6,High School,No,Yes,No,0
778,22,Female,Software Engineer,6,Bachelor's,No,No,No,0
779,32,Female,System Analyst,4,Bachelor's,No,Yes,No,0
780,22,Male,Web Developer,6,PhD,No,No,No,0
781,30,Female,Data Scientist,7,PhD,Yes,No,Yes,707
782,23,Male,Web Developer,1,Master's,No,Yes,No,0
783,32,Female,Software Engineer,4,PhD,No,No,No,0
784,25,Female,Software Engineer,1,PhD,No,No,Yes,18
785,28,Female,Software Engineer,10,PhD,Yes,Yes,No,0
786,25,Male,Software Engineer,2,Bachelor's,No,No,Yes,704
787,31,Female,System Analyst,3,Master's,Yes,No,No,0
788,29,Male,Web Developer,4,Master's,Yes,Yes,No,0
789,30,Male,Software Engineer,4,High School,Yes,No,No,0
790,30,Male,Data Scientist,10,Bachelor's,No,Yes,No,0
791,26,Male,System Analyst,3,PhD,No,Yes,No,0
792,30,Male,System Analyst,0,PhD,No,Yes,Yes,567
793,24,Female,Database Administrator,2,High School,No,No,No,0
794,23,Female,Software Engineer,2,Master's,No,No,No,0
795,26,Female,Web Developer,1,Master's,No,Yes,No,0
796,25,Female,Web Developer,0,High School,No,Yes,No,0
797,24,Female,Data Scientist,6,High School,No,No,No,0
798,22,Female,System Analyst,1,Bachelor's,No,No,Yes,230
799,24,Female,Data Scientist,4,High School,No,Yes,No,0
800,22,Female,System Analyst,9,High School,Yes,No,No,0
801,31,Female,Web Developer,6,High School,No,Yes,No,0
802,23,Male,Data Scientist,3,High School,Yes,No,No,0
803,28,Female,Data Scientist,3,High School,No,Yes,No,0
804,32,Female,Database Administrator,10,Bachelor's,No,Yes,No,0
805,30,Female,Database Administrator,8,Master's,No,No,No,0
806,32,Female,System Analyst,10,Master's,Yes,No,No,0
807,31,Female,System Analyst,6,High School,No,Yes,No,0
808,23,Female,Database Administrator,0,Master's,No,No,No,0
809,26,Female,Data Scientist,3,PhD,No,Yes,No,0
810,22,Male,Web Developer,7,Master's,No,Yes,No,0
811,23,Female,Data Scientist,6,PhD,No,Yes,No,0
812,32,Male,Web Developer,6,Master's,Yes,Yes,No,0
813,30,Male,Software Engineer,4,Master's,Yes,No,Yes,880
814,31,Male,Web Developer,3,Master's,No,No,No,0
815,25,Female,Web Developer,9,Bachelor's,No,No,No,0
816,28,Female,Database Administrator,0,PhD,No,No,Yes,149
817,28,Male,Software Engineer,6,Master's,No,Yes,No,0
818,22,Male,Software Engineer,0,Master's,Yes,Yes,No,0
819,27,Male,Web Developer,10,Bachelor's,Yes,No,No,0
820,29,Female,Web Developer,9,Master's,Yes,Yes,No,0
821,29,Male,Web Developer,5,Bachelor's,No,No,Yes,742
822,32,Male,System Analyst,1,Master's,No,No,No,0
823,31,Male,Web Developer,0,Bachelor's,No,Yes,No,0
824,24,Female,Data Scientist,1,Master's,No,Yes,No,0
825,23,Female,Web Developer,8,High School,No,No,No,0
